Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
-20,-20,-20,-20,-20,-20,-20,-20,0,-20
-20,-20,-20,-14,-1,-20,-20,-20,-18,-13
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,14,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,-20,-18,-11,-16,-19,-20,10,-12,-20
-15,-18,-20,-12,-5,0,-20,-17,-5,-17
-20,-20,-20,-20,12,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-10,-18,-20,-20,-10,-9
-20,-20,-20,-20,-20,-20,-20,-20,-20,-11
-20,-20,-20,-20,-20,-20,-20,-17,-20,0
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
9,-20,-20,-20,-20,-20,-19,-20,-20,-20
-20,-20,-20,-20,-20,1,-20,-20,-20,-20
-20,-20,-10,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,3,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,8
-20,-20,-20,-20,-8,-20,-20,-20,-18,-20
4,-20,-20,-20,-20,-20,-20,-20,-19,-20
-20,-20,-20,-20,-20,-20,17,-20,-20,-20
-20,-20,-20,4,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,2
-20,-20,-20,-20,-20,-10,-20,-20,-20,-20
-20,-20,9,-20,-20,-20,-20,-20,-20,-20
-20,15,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,2,-20,-20,-20,-20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-14,-6,-20,-14,-20
-20,-20,-20,-20,-20,-1,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-2,-20,-18
-20,-20,-20,-20,-19,-20,-20,-20,-20,-20
-20,-20,18,-20,-20,-20,-20,-20,-20,-20
-20,-20,2,-20,-20,-20,-19,-20,-20,-20
-20,-20,-20,-20,-20,-20,-5,-20,-20,-20
-20,-20,-20,-16,-20,-20,-20,-20,-20,-20
-20,-20,-4,-20,-20,-20,-19,-20,-20,-20
-20,-20,-20,-20,-20,-20,15,-20,-20,-20
-20,-20,-20,-17,-20,6,-20,-20,-19,-20
-20,-20,-20,-20,2,-20,-20,-20,-20,-20
-20,-18,-20,-20,-20,-20,-20,-20,-8,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,7
-20,-20,-20,-20,-20,-20,-20,0,-20,-19
-20,-2,-20,-15,-20,-20,-20,-20,-20,-20
-20,-20,-20,-1,-20,-16,-20,-20,-20,-20
19,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,2,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-8,-20
-20,-20,-20,-11,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-13,-20,-20,-20,-20,-12
-20,-20,-20,-14,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-2,-20,-20,-20,-20,-20
-20,-20,-20,-20,-2,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-2,-20,-20,-20,-20,-20
-20,-9,7,-15,-17,-20,-20,-20,-19,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-15,-20
-20,-20,10,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,3,-20,-20,-20,-20
-20,-20,-20,-20,13,-20,-20,-20,-20,-20
-20,-20,-19,-20,-20,-20,-20,-20,-11,-20
-20,-20,-20,-15,-17,-20,-20,-20,-20,-20
-20,-20,-20,-20,6,-20,-20,-20,-20,-20
16,-20,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-16,-8,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,5,-20,-20,-20,-20,-20,-20
-14,-20,6,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-2,-20,-14
-20,-18,-20,-20,-20,-20,-20,-20,-20,-20
1,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-12,-14,-20,-2,-20
-20,-20,-20,-20,-20,-20,-20,3,-20,-20
-20,-20,-20,-20,9,-20,-20,-20,-20,-20
-20,-20,-20,-20,0,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,8,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,9
-20,-20,-20,-20,-20,-20,13,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,10
10,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-17,-20,-20,-20,-20,2
-20,-20,-20,-20,-20,-20,-20,-20,4,-20
18,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-12,-20,-20,-20,-20,-7
-20,-20,-20,-20,-20,-20,-4,-20,-20,-20
16,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-10,-16,-15,-20,-20,-20,-20
-20,-20,-20,-20,-20,2,-20,-20,-20,-19
-20,-20,-20,-20,-18,-20,-20,-20,-20,-8
-20,-20,-20,-20,-20,-20,-20,-20,-6,-20
-20,-20,-20,12,-20,-20,-20,-20,-20,-20
-20,-20,-20,6,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,10
-20,-20,-20,9,-20,-20,-20,-20,-20,-20
-20,-20,-20,-1,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-18,-20,-20
-20,-20,-20,-20,-20,-20,-20,11,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,3,-20
10,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-9,-20,-20,-20,-20,-20,-20,-20
-20,-20,-7,-18,-20,-20,-20,-17,-13,-20
-20,6,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,19,-20,-20
19,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,10,-20,-20,-20
-20,-20,-20,-17,-20,-7,-20,-20,-20,-20
-20,-20,-20,-20,6,-20,-20,-20,-20,-20
-20,-20,-20,6,-20,-20,-20,-20,-20,-20
-20,-20,-20,-11,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-19,-20,1
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,1,-17,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-9,-20
0,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,7
-20,-20,-20,-20,-20,-20,-20,-20,-20,3
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-11,-20
-20,-20,-15,-20,-20,-20,13,-20,-20,-20
-20,-20,-20,-20,-20,-19,-20,-20,-8,-20
-20,-20,-20,-20,-20,3,-20,-20,-20,-13
-20,-20,-20,-20,-20,-20,-20,-13,-20,-14
-20,-20,-20,-13,-20,-20,-20,-20,-8,-20
-20,-20,-20,-20,-20,-20,16,-20,-20,-20
13,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,13,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-13,-20,-9,-20,-20,-20
15,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,2,-20,-16,-20,-20,-20,-20,-18
-20,-20,-20,-20,-20,-20,-20,-20,-8,-20
-20,-15,-20,-1,-20,-20,-20,-20,-20,-20
-20,2,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-1
-20,-20,-18,-20,-20,-20,-20,-5,-20,-20
-20,-20,-20,-20,-20,-2,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-10,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,2,-20
-20,-20,-20,-20,2,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-16,-5,-18,-20,-20,-20,-20,-14,-20
-20,-20,-20,-20,-19,-20,12,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-15,-20,-20,-20,-20,-17
-20,-20,-20,-18,-20,-20,-20,-20,-20,-5
-19,-20,-10,-15,-20,-15,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,2
-20,-20,-20,-16,-20,-20,-20,-20,0,-20
-20,-20,9,-20,-20,-20,-20,-20,-20,-20
-20,-20,20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,5
-20,-16,1,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,19,-20,-20
-20,-20,-20,-6,-20,-20,-20,-20,-20,-20
-12,-20,-20,-6,-7,2,-20,-9,-1,-6
-20,-20,-20,-20,-20,-20,-20,-20,-20,10
-20,6,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-19,-20,-20,0,-20
6,-20,-20,-20,-20,-15,-18,-20,-20,-20
-20,-20,18,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-12,-20,-20,-20,-20
-19,-17,0,-10,-20,-9,-12,-20,-9,-20
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,1,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,15,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,5,-19,-18,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-6,-20,-20,-20,-20
-20,-20,-14,-11,-20,-20,-20,-20,0,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,12,-20,-20,-20,-20,-20,-20
-19,-20,-20,-18,-8,-20,-20,-1,-20,-17
-20,-18,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,0,-20,-20,-20,-20,-20
12,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,9
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-16,-20,-20,-1,-20
-20,-20,-17,-20,-19,-20,15,-20,-17,-20
-20,-20,-20,-20,-20,-20,-20,14,-20,-16
-20,-20,-20,-20,-20,-20,-20,10,-20,-20
-20,-20,-20,-20,3,-20,-20,-20,-20,-17
-20,-20,-20,3,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-1,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,0
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-6
-20,-20,-20,-17,-20,-12,-20,-20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-19,-1,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,-20,-20,-20,-20,-20,-20,17,-20,-20
-20,-20,-20,-20,-20,-20,16,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-2
-20,10,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,2,-20,-20,-20,-20,-20,-20
-20,-16,-6,-2,-12,-20,-15,-11,-7,-15
-20,-20,-20,-20,-20,-20,-20,-20,-10,-20
-20,-20,-20,6,-20,-20,-20,-20,-20,-20
-20,-20,-20,8,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,11,-20,-14,-20
-20,-20,-20,-20,-20,-20,-20,3,-20,-19
-20,-20,13,-20,-20,-20,-20,-20,-17,-20
-20,-20,-20,-15,-13,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-1,-20,-10,-20,-4
-20,-20,-20,-20,-20,-20,-20,-20,-2,-20
-20,-18,-20,-20,-17,6,-20,-20,-20,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,11,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,14,-20,-20,-20,-20,-20
-20,-20,-20,-20,2,-20,-20,-20,-20,-19
-20,-20,-20,-4,-20,-20,-20,-20,-20,-12
-20,6,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-17,-20,-20,-20,0,-20,-20
16,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,19,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,2
-20,-20,-20,-20,-20,-20,-20,-20,-20,-17
-20,-20,-20,-20,7,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,7,-20
-20,-20,-20,-19,-20,-4,-20,-20,-20,-20
-20,-20,-20,-20,-20,5,-20,-20,-20,-20
-20,-20,-20,-20,-9,-20,-20,-20,-20,-17
7,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-18,-20,-20,-20,-20,-12,-20
-20,-20,10,-20,-20,-20,-20,-20,-20,-20
-20,2,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-19,-20,-20,-20,-11,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,8,-20
-20,-20,-20,-20,0,-20,-20,-20,-20,-20
-20,-20,-16,-20,-18,-9,-19,-20,-2,-20
8,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,6,-20,-20,-20,-20,-20
4,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,13,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-18,-20,-20
-20,-20,-20,6,-20,-20,-20,-20,-20,-20
-20,-20,-6,-20,-20,-20,-20,-20,-12,-20
-20,-20,-20,-20,-20,-20,16,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,10,-20,-20
-20,-20,6,-19,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,14,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,3
-20,-19,-20,-1,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-1,-20,-20,-20,-20,-20
-11,-20,-20,-20,-20,-20,13,-20,-20,-20
-20,-20,-6,-20,-20,-20,-20,-20,-9,-20
-20,-20,-20,-20,-20,-10,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,5
-20,-20,-11,-20,-20,-20,-20,-20,-15,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,11,-20,-20,-20,-20,-20,-20,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,16,-20,-15
-20,-20,-20,-2,-20,-20,-20,-18,-20,-20
-20,-20,-20,-20,-11,-20,-20,-20,-20,-13
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
18,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-18,-20,-1,-20,-20,-20,-20
-20,-20,-20,-20,1,-20,-20,-20,-20,-12
-20,-20,-20,13,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,15,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-19,-20,-20,-20,19,-20,-20
-20,-20,-20,-20,9,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,8
-20,-20,-20,-20,-20,-20,-20,-20,-20,8
-20,-20,-20,-20,-17,-20,-20,-20,-20,-10
-20,-20,-20,-20,-20,-20,-20,-20,3,-20
-20,-20,-20,-20,-1,-20,-20,-20,-20,-20
8,-20,-20,-17,-20,-20,-20,-20,-20,-20
-20,-20,12,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,11,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,0,-20,-20,-9,-20
-20,16,-20,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,1,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,1,-20,-15
-20,13,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,12
-20,-20,-20,-20,-3,-20,-20,-20,-20,-19
-20,-20,8,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,2,-20,-20,-20,-20,-20
-20,11,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-7,-20,-20,-20,-20
-20,-20,-20,-20,-20,2,-20,-20,-20,-10
-20,-20,-20,1,-16,-12,-16,-20,-11,-20
-20,-20,-20,-20,-20,-20,-20,-20,-15,-20
-20,-20,-20,-4,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-5,-20,-20,-20,-20,-20
-20,-20,-20,-10,-20,-8,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,7,-20,-20,-20
-20,-20,-16,-18,-18,-20,-20,-20,-1,-18
-20,-20,-20,-20,-20,-20,-20,-20,-20,11
-20,-20,-20,-20,0,-20,-20,-20,-20,-18
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-12,-20,-20,-20,-13
-20,-20,-20,3,-20,-20,-20,-14,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,5,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-16,-20,-20,-20,-20,-20,-20
-20,-20,4,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,3,-20,-20,-17,-20
-20,8,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,18,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-19,-20
-20,-20,-20,1,-20,-17,-20,-20,-20,-20
-20,-20,-20,-20,5,-20,-20,-20,-20,-20
-20,-20,-20,-20,-2,-20,-20,-20,-20,-20
9,-20,-15,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,3,-18
-20,-20,-20,-20,-20,-20,-20,-20,-4,-20
-20,-20,-20,1,-20,-20,-20,-20,-20,-20
-20,-20,-20,7,-20,-20,-20,-20,-20,-20
-20,14,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-1,-18,-20,-20,-20,-8,-20,-19
-20,-20,-20,16,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,2,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-18,-3
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,10,-20,-20,-20,-20,-20,-20
-20,-20,6,-20,-20,-20,-20,-20,-17,-20
-8,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,8,-20,-20,-20,-20,-20,-20,-15,-20
-20,-20,-18,3,-20,-19,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,12,-20,-20,-20
12,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,11,-20,-20
-20,-20,-13,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-18
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-3,-16,-20,-20,-20,-20
-20,-20,10,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-10,-20
-20,-20,7,-20,-20,-20,-20,-20,-20,-20
-20,16,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,5,-20,-9
-20,-20,-20,-20,-20,-20,-20,-20,-20,1
-20,-20,-20,-20,-20,-20,13,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
-20,-16,12,-17,-19,-19,-20,-20,-13,-20
-20,-20,-20,-20,5,-20,-20,-20,-20,-11
-20,-20,-20,-20,-20,-20,-20,-20,-14,-20
-20,13,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-8,-20,-20,-2,-20,-20
-20,-20,-20,-20,-20,-20,-20,15,-20,-20
-20,-20,-20,-20,8,-20,-20,-20,-20,-20
-20,-20,-20,-18,-20,-20,-20,-18,-20,-20
12,-20,-20,-20,-20,-19,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,6,-20,-16
-20,-20,-20,5,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-19,2,-20,-20,-20,-20,-20,-20
-20,15,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,18,-20,-20
-20,-20,-20,-20,-20,-20,-20,3,-16,-20
18,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,7,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-8,-20,-20,-20,-20
-20,-19,-20,-12,-20,-5,-20,-20,-20,-20
-20,-20,20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,12,-20,-12
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,6
-20,-20,8,-20,-20,-20,-17,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,0,-20
-20,-20,-20,-2,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-5,-20,-20,-16,-20
-20,-20,13,-20,-20,-20,-20,-20,-16,-20
-20,-20,9,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,2,-20,-20,-20,-16
-20,-20,-20,-20,-20,-20,6,-20,-17,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-4,-20
-20,-20,18,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-2
-20,-20,0,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-16,-20,-17,-20,-20,-6,-20
-18,-20,-2,-20,-17,-14,-17,-20,-11,-20
-20,-20,-20,-20,-20,-20,-20,-20,-4,-20
-20,-20,-20,-20,-20,-20,-20,-20,-1,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-1
-20,-20,-20,-20,-6,-20,-20,-16,-20,-18
-20,-20,-20,-3,-20,-20,-20,-20,-20,-20
16,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,14,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,4,-20,-20,-20,-20,-20,-20
-20,-20,18,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-11,-20,-11,-20,-20,-20,-20
-20,-20,13,-20,-20,-20,-20,-20,-20,-20
-20,-20,16,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-15,-20,0
-20,-20,-20,-11,-20,-20,-20,-20,-16,-20
7,-20,-20,-20,-20,-20,-20,-20,-20,-20
-4,-20,-20,-20,-20,-16,-20,-20,-20,-20
-20,-20,-20,-20,-20,7,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-3,-20
-20,-10,-20,-14,-20,-20,-20,-20,-20,-20
-20,-20,-20,-15,0,-20,-20,-20,-20,-20
-20,-20,-20,-20,-10,-20,-20,-20,-20,-18
-20,-20,-20,-20,-20,-20,6,-20,-20,-20
15,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-13,-20,-11
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,15,-20,-20,-20,-20,-20
-20,-20,-16,-20,-8,-16,-20,3,-15,-20
-20,-20,-20,-20,9,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,18,-20,-20
-20,-20,-20,11,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,-20,-20,-20,-20,-20,-20,-20,3,-20
-20,-20,-20,-20,-20,-20,-20,-20,-8,-20
-20,-20,-20,-20,-4,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,19,-20,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,0,-20,-20,-20,-20,-20,-20,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,18,-20,-20,-20,-20,-20,-20,-20
-20,-20,-1,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,3,-20,-20,-20,-20,-20,-20
-20,-20,-19,-17,-20,-20,-20,3,-20,-20
-20,-20,-20,4,-20,-20,-20,-20,-20,-20
-20,-20,-16,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,6,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,-19,-20,-20,-20,-20,-20,-4,-20,-20
-20,-20,-20,-20,4,-20,-20,-20,-20,-20
5,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,5,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,2,-20,-20,-14,-20
-20,-20,-20,-20,-20,-1,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-10,-20
-20,-20,-19,-20,-18,-20,13,-20,-20,-20
-20,-20,-20,-19,-20,-10,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,3,-20,-14,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-17,9,-20,-20,-20
-20,-20,-20,-16,-20,-20,-20,-20,-20,-16
-20,-20,0,-20,-20,-20,-20,-20,-19,-20
-20,-20,-20,-20,-20,-20,-20,13,-20,-20
-20,-20,-20,-20,-18,-20,-20,-20,-9,-12
-20,16,-20,-20,-20,-20,-20,-20,-20,-20
